year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,PostGP_weighted_mean,PostGS_weighted_mean,PostMinutes_weighted_mean,PostPoints_weighted_mean,PostoRebounds_weighted_mean,PostdRebounds_weighted_mean,PostRebounds_weighted_mean,PostAssists_weighted_mean,PostSteals_weighted_mean,PostTurnovers_weighted_mean,PostPF_weighted_mean,PostfgAttempted_weighted_mean,PostfgMade_weighted_mean,PostftAttempted_weighted_mean,PostftMade_weighted_mean,PostthreeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Durability_Ratio,FG%,FT%,GP_7,GS,PF,POSITION_METRIC,Points_Ratio,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostMinutes,PostPF,PostPoints,PostRebounds,PostSteals,PostTurnovers,PostdRebounds,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostoRebounds,PostthreeAttempted,PostthreeMade,assists,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
6,0,0.45,1,0.27,0.27,0.27,0.41,0.35,0.61,0.68,0.17,0.16,0.62,0.55,0.64,0.46,0.48,0.34,0.59,0.47,0.38,0.48,0.45,0.34,0.31,0.35,0.37,0.38,0.33,0.3,0.35,0.68,0.61,0.37,0.44,0.45,0.6,0.5,0.36,0.49,0.51,0.5,0.5,0.52,0.48,0.52,0.48,DET,1.93,1.2,19.48,696.43,253.78,38.96,81.58,120.54,56.85,26.64,14.89,55.2,63.5,214.18,91.87,82.97,59.91,30.18,2.71,2.04,74.56,27.26,4.05,9.03,13.07,6.46,2.62,4.8,6.08,23.84,9.6,8.54,6.58,3.94,281.04,133.61,63.31,29.26,60.0,9.2,2.08,0.54,0.98,2.0,0.53,2.17,0.57,10.63,4.58,1.04,2.02,0.58,0.42,0.71,29.47,23.14,72.35,0.47,0.07,5.6,1.84,0.0,2.44,2.0,70.04,5.61,26.47,12.93,2.31,4.54,8.99,22.95,9.33,8.52,6.56,3.94,3.38,1.26,61.25,15.94,89.0,0.85,247.88,106.77,99.45,72.82,788.78,40.17,303.05,129.17,29.3,47.26,16.69,66.86,17.78,329.52,142.1,31.61,62.42,57.88
7,0,0.44,1,0.19,0.19,0.19,0.41,0.38,0.58,0.69,0.14,0.13,0.67,0.59,0.69,0.41,0.6,0.32,0.62,0.51,0.36,0.42,0.4,0.43,0.4,0.34,0.36,0.28,0.37,0.29,0.33,0.73,0.58,0.41,0.45,0.44,0.71,0.6,0.4,0.48,0.52,0.56,0.44,0.44,0.56,0.53,0.47,DET,1.38,1.43,18.55,665.66,238.51,37.36,78.22,115.58,52.46,24.91,14.57,52.88,62.78,205.0,86.63,78.64,55.9,28.21,2.37,1.76,64.26,23.21,3.55,7.58,11.13,5.27,2.23,4.12,5.61,20.92,8.26,7.05,5.43,3.4,261.72,126.71,57.73,27.13,57.0,8.89,1.98,0.53,0.93,1.96,0.38,2.1,0.64,10.68,4.65,1.06,2.21,0.59,0.4,0.7,27.79,21.98,73.34,0.46,0.08,5.01,1.67,0.1,2.2,1.79,65.13,5.77,25.02,11.14,2.22,4.18,7.6,22.14,8.81,7.43,5.74,3.54,4.2,1.66,55.61,17.15,86.02,1.15,246.14,103.14,93.62,66.76,758.07,40.71,289.82,126.73,28.86,49.28,16.79,60.61,18.82,314.85,137.87,31.08,63.59,59.42
8,0,0.37,1,0.39,0.39,0.39,0.45,0.44,0.6,0.69,0.19,0.19,0.7,0.66,0.76,0.46,0.64,0.28,0.61,0.5,0.4,0.42,0.44,0.46,0.43,0.36,0.4,0.29,0.41,0.32,0.32,0.75,0.56,0.42,0.41,0.45,0.79,0.62,0.43,0.55,0.45,0.62,0.38,0.48,0.52,0.58,0.42,DET,2.79,1.82,18.76,664.97,242.03,37.36,80.04,117.4,53.66,23.73,14.0,51.64,63.13,207.32,87.62,77.71,56.21,31.6,4.04,2.75,102.74,37.77,5.41,12.03,17.44,8.75,3.39,7.31,9.69,32.71,13.82,10.98,8.25,5.06,279.8,134.83,62.41,27.12,58.94,9.68,2.31,0.52,1.04,2.27,0.79,2.55,0.46,11.1,4.94,1.07,2.27,0.6,0.4,0.71,28.56,21.75,71.22,0.48,0.12,8.83,1.65,0.04,3.61,2.78,101.15,9.8,41.32,19.39,3.44,7.49,13.54,34.21,14.89,12.78,9.61,5.86,5.21,1.93,68.31,11.91,88.8,0.8,245.08,102.13,101.97,74.26,760.36,41.72,295.12,130.52,28.89,49.28,16.6,77.15,13.56,336.43,149.91,32.33,67.81,60.32
9,0,0.25,1,0.57,0.57,0.32,0.51,0.52,0.66,0.72,0.25,0.24,0.71,0.77,0.84,0.5,0.67,0.26,0.63,0.48,0.47,0.44,0.5,0.51,0.47,0.42,0.49,0.28,0.46,0.35,0.37,0.82,0.55,0.45,0.39,0.49,0.89,0.68,0.47,0.62,0.38,0.65,0.35,0.59,0.41,0.64,0.36,DET,3.79,2.75,18.68,676.21,254.07,36.78,83.68,120.46,56.2,24.03,13.21,52.08,63.26,216.0,91.56,79.68,58.52,36.64,5.73,3.72,143.9,54.21,8.03,18.16,26.19,12.05,4.09,10.07,13.93,48.26,20.11,14.63,10.63,9.1,308.28,146.66,68.25,28.11,62.14,10.74,2.45,0.53,1.08,2.42,1.14,2.03,0.55,11.26,5.62,1.07,2.09,0.6,0.42,0.74,28.94,18.8,69.73,0.48,0.14,9.04,2.2,0.1,4.44,3.02,121.79,12.42,48.63,25.58,3.74,8.22,17.68,42.69,18.15,13.11,9.51,7.91,7.5,2.81,52.49,13.76,93.25,0.72,243.36,104.06,85.64,63.11,731.4,43.94,286.1,137.19,27.75,44.63,14.87,61.53,15.96,334.73,162.77,31.49,60.91,52.69
10,0,0.15,1,0.71,0.71,0.5,0.57,0.6,0.67,0.73,0.31,0.29,0.74,0.8,0.88,0.57,0.71,0.32,0.58,0.46,0.53,0.45,0.52,0.55,0.52,0.48,0.55,0.29,0.48,0.38,0.4,0.88,0.47,0.52,0.38,0.52,0.96,0.72,0.5,0.66,0.34,0.71,0.29,0.6,0.4,0.72,0.28,DET,4.82,2.75,17.44,641.61,246.25,34.52,79.06,113.58,55.54,23.21,11.95,47.87,60.17,209.14,88.83,74.49,55.31,38.46,6.38,4.19,161.19,60.98,8.48,20.35,28.83,12.93,4.79,10.98,15.3,53.99,22.73,15.69,11.75,10.35,307.23,142.41,68.48,28.0,58.85,11.52,2.6,0.59,1.11,2.4,1.18,2.38,0.53,11.19,5.42,1.17,2.08,0.62,0.43,0.76,29.32,18.13,68.23,0.46,0.21,10.38,2.42,0.07,5.14,3.0,135.45,12.81,53.09,25.09,4.37,8.68,17.82,45.39,19.54,13.5,10.4,7.28,10.08,3.62,60.52,11.97,88.28,0.53,229.73,97.66,80.41,60.82,730.01,38.95,274.9,127.22,30.52,53.1,18.77,70.9,14.4,327.99,152.32,34.89,61.07,52.39
11,1,0.16,0,0.82,0.57,0.39,0.61,0.65,0.66,0.7,0.35,0.33,0.71,0.81,0.88,0.6,0.78,0.34,0.58,0.39,0.57,0.48,0.54,0.64,0.6,0.52,0.59,0.28,0.52,0.4,0.42,0.86,0.47,0.54,0.35,0.57,1.0,0.79,0.48,0.65,0.35,0.7,0.3,0.58,0.42,0.68,0.32,DET,4.61,2.68,16.97,631.43,244.22,33.26,77.55,110.82,54.92,22.83,10.7,46.61,60.82,208.64,88.78,70.51,52.64,40.14,5.91,3.92,150.78,57.68,7.94,18.71,26.65,12.11,4.75,10.89,14.97,50.61,21.53,14.51,11.03,9.9,301.91,137.47,67.02,27.58,57.5,11.21,2.53,0.55,1.09,2.31,0.93,2.12,0.23,9.4,3.6,1.02,1.77,0.49,0.39,0.77,27.61,16.0,52.04,0.26,0.08,3.77,0.24,0.04,2.0,0.98,46.02,3.69,20.03,6.33,1.78,3.12,4.83,18.11,6.81,5.23,4.5,1.5,5.99,1.91,55.15,6.36,70.87,0.09,224.36,91.94,67.43,53.82,615.22,23.89,256.37,94.76,27.02,59.15,18.67,58.92,6.6,276.4,101.09,28.79,49.36,46.24
2,1,0.14,1,1.0,1.0,1.0,0.51,0.21,0.56,0.4,0.5,0.48,0.15,0.48,0.39,0.35,0.26,0.52,0.14,0.27,0.49,0.28,0.29,0.12,0.13,0.16,0.23,0.13,0.12,0.06,0.29,0.46,0.24,0.35,0.1,0.22,0.0,0.12,0.69,0.96,0.04,0.87,0.13,1.0,0.0,0.88,0.12,HOU,6.0,0.0,22.41,791.07,339.17,32.92,90.29,123.21,65.39,36.98,13.08,55.48,60.46,257.16,122.58,84.96,70.71,64.8,5.07,4.27,159.42,62.47,7.63,15.88,23.52,10.14,7.11,9.76,10.6,52.42,22.15,15.22,13.29,12.84,401.64,146.73,75.53,44.08,65.24,13.02,2.45,0.48,1.43,2.12,4.0,1.3,0.45,9.58,5.26,1.09,1.72,0.6,0.46,0.79,29.12,22.18,65.51,0.44,0.17,6.48,2.24,0.0,5.41,4.24,156.87,12.73,40.42,27.98,5.27,8.93,18.34,34.8,15.06,7.65,7.03,9.64,8.77,3.27,33.69,11.63,92.99,0.43,201.17,94.71,60.95,49.52,737.47,41.7,257.01,134.69,28.36,50.4,18.07,40.17,13.88,297.43,162.67,33.63,53.31,44.38
3,1,0.33,1,0.33,0.33,0.33,0.31,0.22,0.35,0.25,0.4,0.42,0.39,0.45,0.47,0.2,0.17,0.4,0.13,0.23,0.28,0.21,0.25,0.11,0.13,0.26,0.29,0.16,0.25,0.16,0.24,0.22,0.31,0.23,0.28,0.19,0.0,0.09,0.64,0.74,0.26,0.73,0.27,0.72,0.28,0.72,0.28,HOU,2.0,1.33,21.64,779.87,299.57,37.75,86.29,124.05,58.55,33.76,11.48,53.36,59.23,256.59,108.5,75.31,62.03,61.2,2.93,2.29,87.21,31.19,3.94,9.54,13.48,5.6,3.07,5.7,6.14,28.16,11.5,6.9,5.77,7.49,330.76,137.52,64.15,36.83,59.05,10.68,2.06,0.4,1.18,1.91,2.0,2.34,0.45,11.17,4.49,1.54,2.03,0.62,0.41,0.74,30.4,23.9,62.58,0.35,0.09,5.32,0.76,0.0,2.66,2.09,81.29,5.44,30.02,13.38,3.69,5.03,9.61,25.46,11.19,6.6,5.34,3.78,6.22,2.29,67.94,13.26,90.98,0.4,267.31,115.06,80.28,64.59,841.56,35.49,317.9,126.48,44.59,67.6,23.19,73.26,14.02,347.92,139.86,48.27,63.04,58.0
4,1,0.24,1,0.17,0.17,0.17,0.27,0.14,0.35,0.26,0.3,0.31,0.33,0.43,0.44,0.2,0.09,0.4,0.17,0.32,0.23,0.15,0.24,0.06,0.07,0.28,0.34,0.2,0.25,0.18,0.22,0.25,0.37,0.26,0.14,0.13,0.0,0.07,0.64,0.79,0.21,0.8,0.2,0.74,0.26,0.77,0.23,HOU,1.5,1.67,20.15,733.36,274.21,34.71,81.27,115.98,54.1,31.94,11.89,50.8,51.93,234.62,99.75,71.34,58.31,49.45,2.63,2.07,80.22,28.56,4.0,8.42,12.42,5.17,3.33,4.43,6.2,26.65,10.48,6.83,5.58,6.37,302.76,128.41,59.27,35.26,55.23,9.97,1.99,0.45,1.2,1.88,2.0,3.1,0.47,14.26,4.73,1.44,2.43,0.7,0.42,0.82,30.98,26.82,60.81,0.35,0.12,10.25,1.48,0.0,3.4,3.16,119.66,8.17,52.14,15.7,5.08,7.39,10.66,45.95,18.22,13.98,11.83,5.04,11.37,3.88,86.28,13.21,93.97,0.09,317.53,137.66,108.69,90.68,931.2,37.18,390.77,131.15,39.85,72.29,24.76,96.53,14.7,442.91,146.85,44.93,75.25,67.86
5,1,0.2,0,0.1,0.1,0.1,0.31,0.18,0.38,0.28,0.28,0.28,0.24,0.49,0.45,0.22,0.08,0.33,0.17,0.36,0.27,0.24,0.3,0.04,0.05,0.32,0.37,0.19,0.3,0.21,0.3,0.31,0.3,0.22,0.23,0.19,0.4,0.31,0.57,0.72,0.28,0.81,0.19,0.6,0.4,0.7,0.3,HOU,1.3,1.8,20.53,749.63,272.55,32.28,84.07,116.35,54.43,30.5,13.27,50.13,52.05,233.15,99.75,70.88,57.57,46.8,2.56,2.01,76.31,27.09,3.88,8.33,12.21,4.97,3.07,4.17,5.95,25.13,9.91,6.73,5.57,5.71,299.64,128.56,59.4,33.58,54.3,10.52,2.2,0.5,1.15,1.97,2.0,1.92,0.55,10.26,4.24,1.11,1.89,0.55,0.41,0.75,28.54,19.22,55.36,0.31,0.07,5.0,1.53,0.0,2.58,1.52,66.87,5.42,26.3,12.07,2.95,3.81,8.32,23.15,9.43,6.67,5.39,3.75,5.84,2.05,53.44,15.45,82.17,0.21,246.36,104.01,76.47,59.47,730.79,34.62,286.08,116.79,31.09,56.3,18.58,58.44,16.99,312.38,128.85,34.04,56.69,52.88
6,1,0.37,1,0.07,0.07,0.07,0.31,0.2,0.38,0.31,0.28,0.27,0.27,0.49,0.45,0.22,0.14,0.32,0.23,0.34,0.27,0.29,0.32,0.08,0.09,0.32,0.33,0.25,0.34,0.26,0.37,0.37,0.34,0.25,0.3,0.24,0.6,0.45,0.51,0.6,0.4,0.7,0.3,0.48,0.52,0.56,0.44,HOU,0.87,1.2,20.05,739.03,264.93,32.1,82.32,114.42,52.4,28.83,12.91,49.83,52.96,229.08,97.13,70.18,55.56,44.92,1.71,1.34,50.88,18.06,2.59,5.55,8.14,3.32,2.05,2.78,3.97,16.75,6.61,4.49,3.71,3.8,282.99,122.56,55.71,30.88,52.61,9.9,2.0,0.47,1.06,1.87,1.33,2.36,0.47,11.4,4.89,1.26,2.19,0.64,0.41,0.75,28.75,23.73,64.74,0.38,0.06,3.74,0.89,0.02,1.74,1.55,57.88,4.58,22.22,9.56,2.61,3.83,6.52,19.8,8.28,6.04,4.64,3.03,3.52,1.02,67.37,13.03,94.92,0.39,278.53,119.0,88.13,68.01,856.8,40.93,320.39,135.85,35.47,42.43,14.38,71.11,13.92,342.6,145.41,38.08,64.64,60.81
7,1,0.35,1,0.33,0.05,0.05,0.35,0.21,0.44,0.37,0.2,0.2,0.24,0.45,0.42,0.23,0.2,0.32,0.18,0.32,0.29,0.33,0.31,0.13,0.13,0.31,0.31,0.19,0.33,0.23,0.41,0.44,0.24,0.28,0.3,0.28,0.71,0.54,0.46,0.59,0.41,0.68,0.32,0.5,0.5,0.54,0.46,HOU,1.19,1.71,19.95,726.92,260.51,30.0,77.84,107.83,52.29,28.12,12.39,47.58,53.81,222.29,95.71,71.37,56.36,38.32,2.42,1.84,70.24,24.62,3.02,7.3,10.32,4.71,2.55,4.24,5.56,21.42,8.98,6.73,5.44,3.95,285.14,118.15,57.0,30.67,51.82,10.05,2.1,0.46,1.07,1.88,1.52,2.47,0.48,10.46,4.43,1.15,2.09,0.61,0.42,0.74,28.47,20.42,64.41,0.38,0.1,5.8,1.07,0.05,2.66,1.94,74.92,6.69,27.79,11.47,2.88,5.11,8.33,23.44,10.27,7.81,6.03,3.14,3.57,1.21,66.14,12.98,83.66,0.51,242.99,104.39,79.22,60.12,765.98,34.82,280.23,118.48,30.75,33.47,11.33,71.94,14.04,308.02,129.95,33.63,60.19,55.08
8,1,0.33,0,0.25,0.04,0.04,0.41,0.28,0.44,0.41,0.27,0.26,0.25,0.52,0.47,0.29,0.26,0.33,0.31,0.27,0.35,0.4,0.39,0.18,0.19,0.3,0.33,0.24,0.39,0.3,0.43,0.5,0.35,0.33,0.26,0.35,0.79,0.61,0.43,0.58,0.42,0.68,0.32,0.47,0.53,0.55,0.45,HOU,0.89,1.79,19.5,710.65,259.08,28.99,77.9,106.88,53.04,27.28,11.41,48.37,53.39,219.77,95.31,69.93,54.43,41.05,2.24,1.67,62.95,22.15,2.55,6.48,9.02,4.21,2.11,3.86,4.87,18.88,7.95,6.33,5.17,3.56,281.23,115.91,57.25,29.39,52.23,10.14,2.13,0.43,1.04,1.94,2.14,1.88,0.49,10.54,4.52,1.03,1.91,0.55,0.44,0.75,28.37,17.24,61.71,0.34,0.09,4.95,1.44,0.06,2.86,1.63,70.68,6.63,26.56,11.28,2.64,4.43,8.07,22.71,9.95,7.18,5.6,3.21,3.38,1.07,50.19,12.79,84.77,0.6,236.9,104.78,75.27,56.96,696.98,34.86,279.16,119.63,27.86,38.29,12.65,55.14,14.23,305.73,130.91,30.49,55.0,50.57
9,1,0.4,0,0.18,0.0,0.18,0.45,0.36,0.5,0.47,0.27,0.25,0.34,0.54,0.53,0.37,0.35,0.38,0.49,0.28,0.4,0.47,0.44,0.32,0.29,0.37,0.4,0.29,0.41,0.33,0.5,0.54,0.46,0.43,0.36,0.44,0.89,0.66,0.41,0.51,0.49,0.6,0.4,0.43,0.57,0.5,0.5,HOU,0.54,1.39,18.43,671.43,246.71,28.63,74.43,103.06,51.22,25.71,10.71,48.38,52.53,209.01,90.56,67.38,52.55,37.63,1.61,1.19,44.6,15.56,1.74,4.57,6.31,3.0,1.43,2.75,3.49,13.14,5.57,4.59,3.73,2.33,262.26,109.37,54.22,27.14,51.13,9.65,2.14,0.4,1.02,1.98,1.61,2.05,0.41,10.32,4.26,0.96,2.03,0.55,0.42,0.75,28.55,19.34,68.24,0.3,0.08,4.5,0.96,0.07,2.52,1.32,58.32,6.15,21.73,8.77,2.23,3.86,6.21,18.84,7.97,5.44,4.25,2.56,4.39,1.54,55.82,11.19,81.44,0.6,233.81,100.35,76.72,58.61,703.44,35.02,275.83,116.46,25.91,47.81,16.52,60.32,12.14,297.56,125.24,28.14,59.54,55.68
2,0,0.86,0,0.34,0.26,0.18,0.31,0.13,0.28,0.24,0.59,0.53,0.2,0.28,0.27,0.38,0.53,0.45,0.48,0.41,0.29,0.41,0.21,0.48,0.46,0.09,0.1,0.3,0.17,0.16,0.47,0.31,0.47,0.33,0.03,0.4,0.0,0.04,0.61,0.22,0.78,0.27,0.73,0.25,0.75,0.29,0.71,IND,1.51,1.48,18.2,662.59,234.94,27.52,68.11,95.62,50.06,29.63,11.98,49.14,62.49,193.36,84.14,57.45,43.82,60.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.94,95.62,50.06,29.63,49.14,7.68,1.68,0.4,0.96,1.68,0.0,1.71,0.3,7.81,3.27,1.07,1.65,0.48,0.41,0.74,29.18,17.67,65.35,0.33,0.0,0.11,0.03,0.0,0.17,0.03,1.95,0.11,0.59,0.42,0.0,0.06,0.28,0.68,0.28,0.03,0.0,0.14,0.14,0.03,51.71,8.64,68.56,0.93,200.37,82.84,56.46,43.05,693.81,28.52,235.3,97.08,33.11,71.71,26.57,51.82,8.67,235.89,97.51,33.11,49.38,49.32
3,0,0.76,1,0.34,0.26,0.18,0.26,0.12,0.37,0.28,0.48,0.45,0.21,0.28,0.27,0.28,0.45,0.35,0.4,0.38,0.26,0.43,0.23,0.32,0.34,0.16,0.11,0.25,0.22,0.17,0.56,0.32,0.42,0.31,0.35,0.38,0.0,0.09,0.47,0.24,0.76,0.36,0.64,0.2,0.8,0.29,0.71,IND,1.51,1.48,16.61,609.6,208.73,25.84,60.88,86.73,45.92,25.97,10.36,46.15,56.7,173.18,73.61,55.89,44.22,47.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.73,86.73,45.92,25.97,46.15,7.22,1.57,0.37,0.87,1.62,0.0,1.61,0.22,7.03,2.66,0.9,1.61,0.46,0.4,0.79,27.69,18.05,57.12,0.24,0.07,1.43,0.02,0.0,0.49,0.16,12.37,0.99,2.87,1.25,0.4,0.8,0.82,3.39,1.12,0.16,0.14,0.43,1.88,0.5,45.0,6.42,51.47,0.74,171.12,70.6,55.14,42.75,619.86,23.23,203.33,74.7,25.13,57.0,19.38,46.43,6.44,206.21,75.95,25.53,46.43,45.63
4,0,0.6,0,0.0,0.26,0.18,0.22,0.12,0.37,0.27,0.51,0.51,0.28,0.26,0.29,0.24,0.36,0.39,0.27,0.31,0.23,0.38,0.2,0.2,0.23,0.26,0.22,0.18,0.21,0.14,0.48,0.39,0.31,0.31,0.45,0.33,0.0,0.07,0.43,0.37,0.63,0.48,0.52,0.31,0.69,0.44,0.56,IND,0.5,1.0,17.14,632.09,218.75,30.01,64.64,94.65,47.83,28.25,10.41,45.58,57.09,182.38,76.06,60.36,47.87,52.68,1.25,0.94,33.6,10.96,1.76,3.45,5.21,2.75,0.67,2.65,2.78,9.44,4.13,1.98,1.52,3.38,229.72,99.86,50.58,28.92,48.23,8.23,1.97,0.37,1.08,1.78,0.5,2.24,0.47,9.51,4.72,1.36,1.88,0.58,0.4,0.74,27.92,19.4,66.94,0.42,0.07,3.98,0.82,0.13,1.96,1.48,55.15,4.3,21.28,11.31,1.6,3.98,6.72,17.17,7.8,5.16,3.75,4.59,5.64,1.93,57.55,13.37,83.95,1.21,211.23,88.92,83.07,64.61,730.86,43.11,264.87,127.06,36.77,62.28,22.42,61.53,14.19,286.15,138.37,38.37,54.39,50.41
5,0,0.59,0,0.0,0.26,0.18,0.29,0.22,0.36,0.26,0.57,0.57,0.34,0.28,0.32,0.35,0.46,0.48,0.27,0.34,0.3,0.39,0.22,0.3,0.3,0.29,0.23,0.2,0.24,0.17,0.53,0.39,0.26,0.37,0.56,0.37,0.4,0.34,0.42,0.41,0.59,0.54,0.46,0.31,0.69,0.46,0.54,IND,0.3,0.6,18.04,663.72,236.44,33.5,68.27,101.77,51.16,29.97,11.52,46.55,62.23,196.96,83.13,62.6,49.82,56.64,0.75,0.56,20.16,6.58,1.06,2.07,3.13,1.65,0.4,1.59,1.67,5.67,2.48,1.19,0.91,2.03,243.02,104.9,52.81,30.38,48.14,8.22,1.93,0.39,1.06,1.68,0.3,1.69,0.49,9.15,4.27,1.04,1.58,0.49,0.42,0.75,29.26,16.97,69.58,0.44,0.03,1.08,0.46,0.08,1.06,0.62,22.59,2.2,8.96,5.42,0.71,1.38,3.3,7.18,3.25,2.7,1.89,2.12,1.62,0.56,51.23,14.82,83.32,0.87,224.64,97.65,75.87,59.85,698.99,44.94,278.67,128.27,31.22,61.18,23.52,52.31,15.28,287.63,133.69,31.93,48.67,47.29
6,0,0.63,1,0.0,0.26,0.18,0.29,0.26,0.36,0.26,0.54,0.53,0.47,0.33,0.41,0.42,0.48,0.45,0.3,0.38,0.29,0.37,0.22,0.37,0.37,0.24,0.18,0.16,0.27,0.18,0.5,0.35,0.33,0.35,0.6,0.37,0.6,0.47,0.4,0.42,0.58,0.55,0.45,0.31,0.69,0.43,0.57,IND,0.2,0.4,18.51,683.27,240.43,36.41,71.19,107.6,54.14,29.65,12.45,47.25,63.42,205.34,84.82,64.16,50.89,55.87,0.5,0.38,13.44,4.39,0.71,1.38,2.08,1.1,0.27,1.06,1.11,3.78,1.65,0.79,0.61,1.35,244.82,109.68,55.24,29.92,48.31,8.04,1.93,0.41,1.01,1.64,0.53,1.85,0.53,9.27,4.61,1.08,1.68,0.5,0.41,0.77,31.28,20.01,78.69,0.41,0.03,0.93,0.35,0.06,0.81,0.42,17.91,1.79,6.66,3.99,0.64,1.05,2.5,5.31,2.46,1.9,1.33,1.49,1.16,0.41,58.13,16.65,92.26,1.49,245.01,103.19,82.25,64.81,749.85,51.31,291.83,143.56,34.14,56.86,20.63,59.06,17.0,298.48,147.56,34.78,53.39,52.34
7,0,0.49,1,0.29,0.0,0.18,0.29,0.27,0.36,0.27,0.5,0.51,0.47,0.33,0.42,0.4,0.52,0.55,0.3,0.33,0.28,0.34,0.19,0.37,0.38,0.22,0.16,0.14,0.3,0.19,0.4,0.38,0.31,0.43,0.52,0.34,0.71,0.58,0.41,0.49,0.51,0.62,0.38,0.36,0.64,0.52,0.48,IND,0.71,0.86,19.42,711.38,244.23,36.53,73.27,109.8,56.08,32.93,11.46,48.43,66.1,210.35,86.18,66.38,52.0,57.42,1.36,1.02,38.57,12.12,2.1,3.68,5.77,2.48,1.42,2.08,3.63,10.96,4.05,3.6,2.83,2.85,256.35,115.58,58.56,34.34,50.5,8.18,1.96,0.38,1.12,1.65,0.67,1.88,0.39,8.9,3.8,1.12,1.74,0.52,0.39,0.76,31.89,19.69,71.96,0.32,0.05,2.32,0.49,0.07,2.06,0.95,38.33,3.65,12.95,6.51,1.27,2.58,4.37,11.79,4.51,4.02,3.05,2.15,2.4,0.87,59.3,12.21,81.22,0.65,236.97,95.28,81.13,63.93,778.07,36.37,280.6,117.58,35.69,74.18,26.1,61.62,12.7,293.54,124.1,36.96,56.61,54.03
8,0,0.44,1,0.21,0.0,0.18,0.34,0.34,0.4,0.33,0.5,0.52,0.47,0.39,0.46,0.39,0.49,0.64,0.35,0.3,0.33,0.38,0.25,0.34,0.34,0.22,0.19,0.13,0.36,0.23,0.4,0.43,0.33,0.54,0.45,0.36,0.79,0.61,0.39,0.53,0.47,0.64,0.36,0.42,0.58,0.55,0.45,IND,0.54,1.14,20.24,733.73,257.68,37.11,77.34,114.46,57.24,35.76,11.48,50.64,66.46,221.6,90.9,71.17,55.8,59.48,1.46,1.1,40.98,13.49,2.16,4.07,6.22,2.49,1.35,2.38,4.33,12.38,4.67,3.81,2.9,3.17,271.17,120.68,59.73,37.11,53.03,8.54,1.95,0.38,1.18,1.71,1.0,1.95,0.51,10.12,4.36,1.31,1.91,0.56,0.41,0.73,31.86,23.78,77.21,0.39,0.05,2.82,0.55,0.12,1.77,1.19,44.57,4.77,14.96,7.02,1.5,3.35,4.93,14.17,5.53,4.08,2.85,2.1,3.0,1.04,61.62,16.09,93.37,0.75,271.68,111.44,97.18,74.06,842.65,43.33,318.85,136.7,41.71,67.11,21.91,64.44,16.64,333.81,143.72,43.21,62.98,59.63
